Species A	Species B	Landmark no	GO type	Scoring metric	Prediction method	kA	kB	Average score	Standard deviation
mouse	bakers	500	biological_process	aupr	dsd-knn	10	-1	0.0897208967935565	0.006146420659720039
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	10	0.09439491859191776	0.00615538180619733
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	20	0.09319533960062823	0.005437329647009767
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	30	0.09114087183042589	0.005739935090296941
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	40	0.08845769069893672	0.005461827016146399
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	50	0.08472027679803326	0.004505361071144616
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	100	0.07185210597108681	0.004121407334155862
mouse	bakers	500	biological_process	aupr	dsd-knn	20	-1	0.09687593474748211	0.006989652886104309
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	10	0.09893924057092751	0.006771615838598449
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	20	0.09835229482275654	0.006045833635380655
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	30	0.09721714392802154	0.006121900278245892
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	40	0.09566639443476692	0.005779351570071746
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	50	0.09310309626470595	0.00560384581009882
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	100	0.08171937213572067	0.004853171518671343
mouse	bakers	500	biological_process	aupr	dsd-knn	30	-1	0.10074184753822679	0.0060077902558604585
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	10	0.10177212890739977	0.005704468819056467
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	20	0.10060593617535671	0.005362486783517676
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	30	0.09930352622357935	0.0053905749717375094
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	40	0.09775097360692893	0.005183117341828662
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	50	0.09542436292182783	0.004845023596586889
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	100	0.0868923764810676	0.004384697968731948
mouse	bakers	500	biological_process	aupr	dsd-knn	40	-1	0.10202577863759696	0.006378168920882783
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	10	0.10284632073111052	0.006027811755431169
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	20	0.10076248735820674	0.006056094795059768
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	30	0.09976529877044023	0.006145331380913711
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	40	0.09862537233489459	0.005619517465362485
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	50	0.09725843030296093	0.005187202200098562
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	100	0.08978440700274457	0.005145725501689257
mouse	bakers	500	biological_process	aupr	dsd-knn	50	-1	0.10124519914492196	0.005886652410513643
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	10	0.10241376951436143	0.005751926935889195
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	20	0.10027363429066052	0.0056850062039657265
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	30	0.09948340466665657	0.005907585902602414
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	40	0.09871035897471167	0.005057447269181118
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	50	0.09747839859243791	0.004508079779228945
mouse	bakers	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	100	0.09106909633248521	0.004876601874769503
mouse	bakers	500	biological_process	auc	dsd-knn	10	-1	0.5660640552586214	0.005735133511899186
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	10	0.6200495905779	0.005018493545375957
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	20	0.6298317438587355	0.006252230043166595
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	30	0.6377081629432514	0.007024381953450983
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	40	0.6431728085842725	0.007926455647040583
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	50	0.6471642996499	0.007868715475954623
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	100	0.6607365346033127	0.007933658307846668
mouse	bakers	500	biological_process	auc	dsd-knn	20	-1	0.6015874608756618	0.0051098112613901245
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	10	0.6425888571687431	0.004333052330808261
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	20	0.6504136362596766	0.005581741829701776
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	30	0.6570294719442235	0.006121042751960306
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	40	0.6619656620607483	0.007124702137250834
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	50	0.6654384665309576	0.007000140845618399
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	100	0.6767819418248011	0.006985198987050073
mouse	bakers	500	biological_process	auc	dsd-knn	30	-1	0.6276471115072138	0.004801870280802083
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	10	0.660572245724215	0.004194024772521587
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	20	0.6666178001525079	0.005272146740362445
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	30	0.672359853029044	0.005546463068231786
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	40	0.676585138796471	0.0064825351260432975
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	50	0.679485968821108	0.006634636767715886
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	100	0.6895078249916802	0.006542239795652745
mouse	bakers	500	biological_process	auc	dsd-knn	40	-1	0.6452999107210607	0.004838504070768596
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	10	0.6736558193348489	0.00471121849298667
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	20	0.6788265626228182	0.005582627196772088
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	30	0.6836918807919588	0.006025800661474287
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	40	0.6874198554727422	0.006840929334940774
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	50	0.6902065532900947	0.00693189821011026
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	100	0.6989454625516565	0.006764639901988271
mouse	bakers	500	biological_process	auc	dsd-knn	50	-1	0.658259105930521	0.005155001412108762
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	10	0.6837490941850964	0.004673389898850692
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	20	0.6883370132713406	0.0054022530523128096
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	30	0.6927521711044872	0.0058170494915319015
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	40	0.696318500348208	0.006579312404056418
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	50	0.6988863241763437	0.006655395447858057
mouse	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	100	0.7069833771794911	0.006511482432718233
mouse	bakers	500	biological_process	f1max	dsd-knn	10	-1	0.14364017559687756	0.007977381017520251
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	10	0.15486964383745036	0.007542659840251006
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	20	0.15541237779128517	0.0065939741551889275
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	30	0.15395774764645404	0.006742613993715656
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	40	0.15107931250298426	0.006649440499660496
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	50	0.1472491947628601	0.005812298967804733
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	100	0.13492225717680004	0.004186505787575664
mouse	bakers	500	biological_process	f1max	dsd-knn	20	-1	0.15733817768076253	0.0074605165137507715
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	10	0.16298790930326587	0.00726009133264966
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	20	0.16392971968999254	0.006398707801644373
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	30	0.16324150379303898	0.006574256824851217
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	40	0.1612732932956698	0.006712115039054227
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	50	0.15854003170253667	0.0063220769741202925
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	100	0.14676934832627572	0.004801239489436184
mouse	bakers	500	biological_process	f1max	dsd-knn	30	-1	0.16531165201199577	0.006408527506581002
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	10	0.16870145840255463	0.006476440704607987
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	20	0.16820099465159635	0.005882279657608821
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	30	0.16719331458857603	0.005945473300005135
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	40	0.16531165324450553	0.006314367882206783
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	50	0.16291600703519327	0.00545522647072139
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	100	0.15304027931211817	0.004966574718432396
mouse	bakers	500	biological_process	f1max	dsd-knn	40	-1	0.167831341760965	0.0067617603785083205
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	10	0.17052513298517213	0.0063990644454327535
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	20	0.1691963405738603	0.006472836717512521
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	30	0.16815792238627353	0.006575496501380332
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	40	0.16681530566178238	0.006412442746651654
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	50	0.1653863416677701	0.0056561389523231784
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	100	0.1566794212832608	0.005463563470590569
mouse	bakers	500	biological_process	f1max	dsd-knn	50	-1	0.16854337472499453	0.006806406677793128
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	10	0.1706569131993106	0.006393640196508514
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	20	0.16907072080505986	0.006206111787030056
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	30	0.16845817152826936	0.006109231460666373
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	40	0.16718573636827044	0.00574839777960789
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	50	0.16578221572215165	0.004941912994219568
mouse	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	100	0.15827008592339722	0.005231494488999044
mouse	bakers	500	cellular_component	top-1-acc	dsd-knn	10	-1	0.5076683728309496	0.00921399815550005
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	10	0.5762836763469138	0.017066960055649498
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	20	0.5599920897057066	0.013172477838615455
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	30	0.5495670914045657	0.009609006263386647
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	40	0.5400858365010002	0.01088536973566408
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	50	0.5314115043679367	0.011562281762883325
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	100	0.5027812385370052	0.017256389253437972
mouse	bakers	500	cellular_component	top-1-acc	dsd-knn	20	-1	0.5413568013628814	0.011950987876643329
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	10	0.5862749282391918	0.012816207935771982
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	20	0.5762187674017085	0.012550717213057849
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	30	0.5620320658385877	0.010632928902767026
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	40	0.5565376961814648	0.012942641200834139
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	50	0.5516293626315456	0.014215717395120984
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	100	0.5361007197910703	0.01181281974751219
mouse	bakers	500	cellular_component	top-1-acc	dsd-knn	30	-1	0.5575819707568265	0.012430649187776338
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	10	0.5877791764756497	0.011316748427130483
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	20	0.5815355709048035	0.01271318119504441
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	30	0.5679218050721231	0.011753386264153435
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	40	0.5646549207925557	0.012484114876356454
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	50	0.5592275363025114	0.012929248981601043
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	100	0.5493518676824864	0.013625413676826731
mouse	bakers	500	cellular_component	top-1-acc	dsd-knn	40	-1	0.5578973153005434	0.008375076643894074
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	10	0.5870325902093573	0.013347821792221352
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	20	0.5808095185205809	0.014932488007457966
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	30	0.5745133303824977	0.01128608709513754
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	40	0.5690172655302338	0.010702001307705242
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	50	0.5656553473381954	0.012030866749484347
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	100	0.5548525382316898	0.011925859016877175
mouse	bakers	500	cellular_component	top-1-acc	dsd-knn	50	-1	0.5581630493821443	0.014424657196361523
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	10	0.588713438683999	0.010954507735790103
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	20	0.5849331562657138	0.012235630045003427
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	30	0.5754249143585208	0.00981318410874038
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	40	0.5705483718658073	0.012422733016389671
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	50	0.5675336767700319	0.014328356126819253
mouse	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	100	0.5618245765616108	0.01345032984739563
mouse	bakers	500	cellular_component	aupr	dsd-knn	10	-1	0.4224572918674931	0.005964293466772434
mouse	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	10	0.4811885804677013	0.009593085634067786
mouse	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	20	0.4790339264228263	0.008583822841642169
mouse	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	30	0.47230146211960217	0.006983428506979037
mouse	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	40	0.465702233754221	0.006837340428050202
mouse	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	50	0.461315422343488	0.006168526322790822
mouse	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	100	0.44760222038682296	0.00655256709255989
mouse	bakers	500	cellular_component	aupr	dsd-knn	20	-1	0.4580830315029541	0.007709371235268059
mouse	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	10	0.4961011221496605	0.008000513353592713
mouse	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	20	0.4942426572289689	0.007344375003566457
mouse	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	30	0.4871975432494879	0.006476028768898792
mouse	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	40	0.48174346751639086	0.006294732300096609
mouse	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	50	0.4775263081285604	0.006037103787601653
mouse	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	100	0.46641525323833355	0.004802555737051851
