Species A	Species B	Landmark no	GO type	Scoring metric	Prediction method	kA	kB	Average score	Standard deviation
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	20	0.70701184209863	0.004353937307408273
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	30	0.742812163087297	0.004242491519641228
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	40	0.7692428386829648	0.006547393018189915
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	50	0.7879470157513015	0.006622059643346272
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	100	0.8238802642826561	0.005789556849585379
rat	human	500	cellular_component	auc	dsd-knn	20	-1	0.5602405892374869	0.024198135056718598
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	10	0.670063393084002	0.0076427736233974095
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	20	0.7177799686951774	0.002332337673850899
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	30	0.7488182909410719	0.003211186652429647
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	40	0.7735055537372654	0.0056540781290496086
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	50	0.7916764870937139	0.0058195558321818665
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	100	0.8260245512376552	0.0057468376276549535
rat	human	500	cellular_component	auc	dsd-knn	30	-1	0.6247117805037516	0.015251341579712042
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	10	0.6865105755244205	0.007255273992836792
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	20	0.7260591460211878	0.004180197240753824
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	30	0.7539218622773265	0.004683086339810897
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	40	0.7763317670634572	0.005645932861384606
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	50	0.7939386338031822	0.005189621999890288
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	100	0.8272529931323824	0.0053001628922001815
rat	human	500	cellular_component	auc	dsd-knn	40	-1	0.6579706645226295	0.00885130641707274
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	10	0.7025135489019503	0.006433031779725527
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	20	0.7339894506877584	0.0036959580552098133
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	30	0.7588011146912848	0.004333180625849393
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	40	0.7794260600524723	0.005338752613852352
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	50	0.7961596866705458	0.004965061630889267
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	100	0.8280378543655086	0.005344927726563161
rat	human	500	cellular_component	auc	dsd-knn	50	-1	0.6787439685356655	0.005715752297456685
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	10	0.7161092445780955	0.0027624656221769484
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	20	0.7418851585962394	0.006242277695398532
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	30	0.7643271439230135	0.0066980902296371525
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	40	0.7831103963116808	0.006617735834476896
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	50	0.7990281005857514	0.006023309605015995
rat	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	100	0.8302948668811233	0.006303188234472251
rat	human	500	cellular_component	f1max	dsd-knn	10	-1	0.10411720850094452	0.012121685248669689
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	10	0.23531391123644502	0.015030254969825458
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	20	0.29602762238562896	0.008623564823394934
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	30	0.3201616564976228	0.006058338558477628
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	40	0.33226492095642646	0.004346178575499703
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	50	0.34700295228571626	0.005482743662589396
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	100	0.36072293042172043	0.007288486096786701
rat	human	500	cellular_component	f1max	dsd-knn	20	-1	0.1623100350431503	0.01629747770590814
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	10	0.2560760566903017	0.013945238247756274
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	20	0.3028208150301063	0.009830170829545392
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	30	0.32361185451258223	0.007715420147520608
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	40	0.33491862993413113	0.006155760670662607
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	50	0.3496161927714551	0.007244896265356554
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	100	0.36114418019273387	0.007045238173544578
rat	human	500	cellular_component	f1max	dsd-knn	30	-1	0.21024213714815493	0.02308461726655221
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	30	10	0.2714188779654132	0.018941894651929768
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	30	20	0.31116931862571057	0.011687380883892933
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	30	30	0.32762889520045774	0.0085683299126727
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	30	40	0.33748932500690687	0.0077522329286692365
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	30	50	0.3509744070762127	0.007364116554443439
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	30	100	0.36300824168935586	0.006919919666248607
rat	human	500	cellular_component	f1max	dsd-knn	40	-1	0.24159271989429318	0.01911546912039597
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	40	10	0.286966389574542	0.01849752447127172
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	40	20	0.3216817537955924	0.00942975010521611
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	40	30	0.3329153255032165	0.008032928489945591
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	40	40	0.34072458181912263	0.006795828210618213
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	40	50	0.352482079996871	0.007890258464550907
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	40	100	0.36432974533004475	0.007138558725198829
rat	human	500	cellular_component	f1max	dsd-knn	50	-1	0.2614698935755386	0.016539818386584217
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	50	10	0.3017011253430591	0.017027398021864478
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	50	20	0.3290069337740597	0.011128965198732525
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	50	30	0.3397243448976489	0.009718092653109108
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	50	40	0.34699579527240854	0.007683034883020043
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	50	50	0.356258075514278	0.008723778711985116
rat	human	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	50	100	0.3652901203059897	0.006969472756593088
mouse	bakers	500	molecular_function	top-1-acc	dsd-knn	10	-1	0.18480392394611583	0.010379325893883316
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	10	10	0.2009035210711662	0.01439760660461105
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	10	20	0.19527229071751542	0.005356313863207295
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	10	30	0.18459918558951435	0.005882615248092269
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	10	40	0.17675007486816516	0.006961997634643909
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	10	50	0.17724133217469093	0.007169706492292918
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	10	100	0.17699865933052025	0.007368666601294981
mouse	bakers	500	molecular_function	top-1-acc	dsd-knn	20	-1	0.20970392421603998	0.014980111254264232
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	20	10	0.2147145978154293	0.017841958452742546
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	20	20	0.20856779430841085	0.011779905400414428
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	20	30	0.19290943900971605	0.00815456711155757
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	20	40	0.18982423185555725	0.009396542188505073
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	20	50	0.18674067721948515	0.00788958209445025
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	20	100	0.1772387553689356	0.0075601958796646185
mouse	bakers	500	molecular_function	top-1-acc	dsd-knn	30	-1	0.21813496248107858	0.010284384163582917
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	30	10	0.21875754472332973	0.015134990660205875
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	30	20	0.2107114260626449	0.011260126657024083
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	30	30	0.19884977531003123	0.009725653930910478
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	30	40	0.19290313798583547	0.008275805259502276
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	30	50	0.19052734623561313	0.008792955004173517
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	30	100	0.1772387553689356	0.0075601958796646185
mouse	bakers	500	molecular_function	top-1-acc	dsd-knn	40	-1	0.2226568617481422	0.012959629024508203
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	40	10	0.21833233795764487	0.01696732215687077
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	40	20	0.21024032772855858	0.011805684554808666
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	40	30	0.20004119874721232	0.011630569924417525
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	40	40	0.1945727776439713	0.01115159887203066
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	40	50	0.19195462126798435	0.008738036205092028
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	40	100	0.1789205706812879	0.008212775977441288
mouse	bakers	500	molecular_function	top-1-acc	dsd-knn	50	-1	0.22834783371096307	0.01438776345843604
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	50	10	0.22471371045915442	0.016687260554632134
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	50	20	0.21282047127235387	0.012379061093938852
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	50	30	0.20215005865012872	0.01085905049416668
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	50	40	0.19670193018139853	0.010577452409096194
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	50	50	0.19454860810346597	0.010062598748708355
mouse	bakers	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	50	100	0.1860564523179454	0.008093042792386746
mouse	bakers	500	molecular_function	aupr	dsd-knn	10	-1	0.17131787146307673	0.006736823425659035
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	10	10	0.19082222618148478	0.008031094713748584
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	10	20	0.1841282683802291	0.0060241168302811975
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	10	30	0.17552799784057696	0.006874379921137006
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	10	40	0.16914050666520453	0.007052152910937779
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	10	50	0.1661877918807155	0.007031714136687302
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	10	100	0.1592189384942035	0.006159819603661111
mouse	bakers	500	molecular_function	aupr	dsd-knn	20	-1	0.1969675061814546	0.009243294448530583
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	20	10	0.20629420032433315	0.008918674164101786
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	20	20	0.2008866966802131	0.007871478109459273
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	20	30	0.1920577283830907	0.008210819796053159
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	20	40	0.18675292131249732	0.008029078268999604
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	20	50	0.1815751554270794	0.008230751045169236
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	20	100	0.16957391800360597	0.007277276856627426
mouse	bakers	500	molecular_function	aupr	dsd-knn	30	-1	0.2087783115518421	0.008665576313758474
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	30	10	0.21242043338761024	0.007904665617950763
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	30	20	0.20627655223937444	0.008511912857392912
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	30	30	0.19877270425968815	0.008283123071226129
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	30	40	0.19348796676907898	0.007690454551891581
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	30	50	0.18989894577726	0.008402135232983476
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	30	100	0.17575278615219253	0.007809478672955342
mouse	bakers	500	molecular_function	aupr	dsd-knn	40	-1	0.21496419807183073	0.008626620706706062
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	40	10	0.2149049893248637	0.008261751004300604
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	40	20	0.20954601632417802	0.009179906567051229
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	40	30	0.2035850872220099	0.00870203787765553
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	40	40	0.19850356623444587	0.0085178367182578
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	40	50	0.19477140703511037	0.008430113985110005
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	40	100	0.18072529615844085	0.008500265745236636
mouse	bakers	500	molecular_function	aupr	dsd-knn	50	-1	0.21926542594344856	0.009970921090206752
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	50	10	0.21886011391730636	0.008403779069970354
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	50	20	0.21239802679649564	0.009129959446592778
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	50	30	0.20646180110411877	0.009091249386491342
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	50	40	0.20195935932272363	0.00917268333867074
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	50	50	0.19859180528396564	0.009195993000673645
mouse	bakers	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	50	100	0.18570778564739773	0.008305997496220224
mouse	bakers	500	molecular_function	auc	dsd-knn	10	-1	0.6177069364450692	0.009930303848360852
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	10	10	0.6994758481226931	0.006587709472530712
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	10	20	0.7117036809540864	0.008253801358215478
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	10	30	0.718756378944763	0.009271809492968849
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	10	40	0.723466205667637	0.010864621290104931
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	10	50	0.7282476443739876	0.011298669194431487
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	10	100	0.7455549861558607	0.011227115992031418
mouse	bakers	500	molecular_function	auc	dsd-knn	20	-1	0.6718234718963829	0.009142234999965427
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	20	10	0.7288952083389929	0.0064577177293944224
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	20	20	0.7392181594863472	0.007772094852046092
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	20	30	0.7447653751530061	0.008918346564517893
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	20	40	0.7488796386762161	0.010196256226789005
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	20	50	0.752872483031809	0.010229896184637481
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	20	100	0.7673043833431765	0.009646880432126201
mouse	bakers	500	molecular_function	auc	dsd-knn	30	-1	0.7002521273155322	0.011125989389622384
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	30	10	0.7458151933559606	0.008265037859839428
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	30	20	0.754605887008412	0.009556447739535665
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	30	30	0.759367056227405	0.010141436640778555
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	30	40	0.7629872119802866	0.010909130831452842
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	30	50	0.7661584002558097	0.011119322409836277
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	30	100	0.7788819324570971	0.010426567622043912
mouse	bakers	500	molecular_function	auc	dsd-knn	40	-1	0.719814186283471	0.013537401462320187
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	40	10	0.7589949057347561	0.010547217230620607
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	40	20	0.7658748870642121	0.011178443527957852
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	40	30	0.7703618005944584	0.011609948627731872
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	40	40	0.7735953166745551	0.012005357678836275
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	40	50	0.7766142045991342	0.012253032646763078
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	40	100	0.7873331737104458	0.011544215397767862
mouse	bakers	500	molecular_function	auc	dsd-knn	50	-1	0.7330714020173997	0.012975123938586543
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	50	10	0.7684273646497958	0.009279011531801072
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	50	20	0.7744280092483635	0.00956329084708828
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	50	30	0.7785091935817559	0.010056528036048255
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	50	40	0.7816050109352053	0.010313890496791961
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	50	50	0.7844544303129157	0.010708213080473757
mouse	bakers	500	molecular_function	auc	mundo-munk-knn-weight-0.660	50	100	0.7946697140570358	0.010316331995366919
mouse	bakers	500	molecular_function	f1max	dsd-knn	10	-1	0.2280775620953599	0.008165183218411901
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	10	10	0.26618070768058594	0.009680264366672702
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	10	20	0.2619743658133662	0.008832258530566009
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	10	30	0.25583795455059116	0.010994036669280956
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	10	40	0.2499689136874002	0.011294322090634763
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	10	50	0.2470417579197907	0.011110594116026289
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	10	100	0.23918866528831564	0.010351792969547757
mouse	bakers	500	molecular_function	f1max	dsd-knn	20	-1	0.26178836135050376	0.009949840282092124
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	20	10	0.28385541937716746	0.010041574794106726
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	20	20	0.28103526818436225	0.01042332102941564
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	20	30	0.2752234355706764	0.011376845027618303
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	20	40	0.2697274668083295	0.01137670599182311
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	20	50	0.2646117009237489	0.011644677820288926
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	20	100	0.2534134475614588	0.011067846239122183
mouse	bakers	500	molecular_function	f1max	dsd-knn	30	-1	0.2783660647619136	0.010114111763549595
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	30	10	0.2912733205447525	0.008820213027502273
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	30	20	0.28796945365744636	0.010361947514233142
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	30	30	0.2822335928701579	0.011327815550248962
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	30	40	0.2773381461279391	0.010885828571699547
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	30	50	0.27410346105546257	0.011726985786454971
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	30	100	0.2616761314481517	0.01177497906021061
mouse	bakers	500	molecular_function	f1max	dsd-knn	40	-1	0.2875364818743205	0.009819109840544156
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	40	10	0.2954378041465399	0.009181557763940897
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	40	20	0.29217962748587656	0.011239244904057352
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	40	30	0.28775142058923564	0.011456115566504005
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	40	40	0.2832149091117159	0.011628458491878777
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	40	50	0.2794216672036072	0.011941282207396181
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	40	100	0.26736492067340634	0.011919257125846211
mouse	bakers	500	molecular_function	f1max	dsd-knn	50	-1	0.29221038522524	0.01124984393609688
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	10	0.29860748763963285	0.009299136886386483
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	20	0.2946686378963311	0.011004217354143878
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	30	0.29035688768910856	0.011586700014190411
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	40	0.28609257428851714	0.01192096172210862
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	50	0.2825162969528928	0.012265456721344672
mouse	bakers	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	100	0.27128121026667756	0.011420489271293464
mouse	bakers	500	biological_process	top-1-acc	dsd-knn	10	-1	0.16484481070156992	0.006665983041059305
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	10	0.17418780616260698	0.006036460599266014
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	20	0.17351012479356617	0.004376656152140401
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	30	0.17065979489608876	0.006834547323995562
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	40	0.163944153137135	0.005206512788261591
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	50	0.15513378814817205	0.004784230977651107
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	100	0.12972717532489106	0.008055749900277626
mouse	bakers	500	biological_process	top-1-acc	dsd-knn	20	-1	0.17504530453512612	0.011533652519860084
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	10	0.17719000214747124	0.00944646630029553
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	20	0.17701529653680798	0.007017329472285539
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	30	0.17577746820146795	0.006569960452117514
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	40	0.17451314236890814	0.006924572657858193
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	50	0.16674628413929307	0.009097665893337097
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	100	0.1470264246683622	0.004327954550798216
mouse	bakers	500	biological_process	top-1-acc	dsd-knn	30	-1	0.17988228812898138	0.010249200959939291
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	10	0.1795069058509328	0.006904149433425225
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	20	0.1795259953757641	0.008168532127997874
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	30	0.17686213396414238	0.006116339986050591
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	40	0.17596762034429805	0.0036931722182331557
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	50	0.1676380885192969	0.008383002772049482
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	100	0.15528608865742527	0.006751851034893787
mouse	bakers	500	biological_process	top-1-acc	dsd-knn	40	-1	0.18284752165322113	0.007735279156369972
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	10	0.1795153192655567	0.008594232242395666
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	20	0.1795291729214607	0.009003545789209566
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	30	0.17703687345879543	0.007069394426106339
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	40	0.17790367441889088	0.004334755943239524
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	50	0.1725914359332361	0.005107603371390549
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	100	0.15901302000702308	0.009586791428938042
mouse	bakers	500	biological_process	top-1-acc	dsd-knn	50	-1	0.17581913474258126	0.0035086536504642936
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	10	0.17670676148259393	0.006085754899409833
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	20	0.17405481987975774	0.004498805295226804
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	30	0.17299150633749805	0.004632995776293424
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	40	0.1758140761364668	0.0017186475166415403
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	50	0.1719068730323045	0.002966490948399371
mouse	bakers	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	100	0.16076450021094807	0.008653038115488981
